Action,Bytes,Application,Bytes_Received,Bytes_Sent,Category,Destination_IP,Description,Destination_Port,Destination_User,Destination_Zone,Direction,Elapsed_Time,Event_ID,NAT_Destination_IP,NAT_Destination_Port,NAT_Source_IP,NAT_Source_Port,Packets,Protocol,Serial_Number,Session_ID,Source_IP,Source_Port,Source_User,Source_Zone,System
alert,,web-browsing,,,business-and-economy,172.21.4.51,,80,,VPlant-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,55268,172.21.31.134,1842,,VPlant-Building,
alert,,web-browsing,,,business-and-economy,172.21.4.51,,80,,VPlant-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,34503,172.21.31.134,1846,,VPlant-Building,
alert,,ssl,,,private-ip-addresses,172.17.1.250,,8080,,FWeth1-2_Zone,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,103029,172.24.16.203,1946,,CoreEth1-2_Zone,
alert,,web-browsing,,,business-and-economy,172.21.4.51,,80,,VPlant-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,55268,172.21.31.134,1842,,VPlant-Building,
allow,3365,snmp,3365,3365,any,10.133.2.61,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,94703,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3361,snmp,3361,3361,any,10.133.2.182,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,106164,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3364,snmp,3364,3364,any,10.133.67.134,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,99253,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3366,snmp,3366,3366,any,10.133.136.175,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,88484,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3374,snmp,3374,3374,any,10.133.2.126,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,94114,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3357,snmp,3357,3357,any,10.134.2.179,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,78206,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3361,snmp,3361,3361,any,10.134.128.198,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,84585,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3366,snmp,3366,3366,any,10.133.2.9,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,94194,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3361,snmp,3361,3361,any,10.134.128.215,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,91274,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3335,snmp,3335,3335,any,10.134.81.236,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,101163,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3365,snmp,3365,3365,any,10.133.193.132,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,104996,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3332,snmp,3332,3332,any,10.133.65.244,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,88796,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3336,snmp,3336,3336,any,10.134.82.243,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,221533,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3361,snmp,3361,3361,any,10.133.96.39,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,95456,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3370,snmp,3370,3370,any,10.134.87.139,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,94148,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3326,snmp,3326,3326,any,10.134.85.71,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,94094,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3338,snmp,3338,3338,any,10.134.10.86,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,93963,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3240,snmp,3240,3240,any,10.133.66.68,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,92570,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3331,snmp,3331,3331,any,10.134.11.148,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,88613,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3355,snmp,3355,3355,any,10.133.12.65,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,103986,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3361,snmp,3361,3361,any,10.134.86.153,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,80271,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3367,snmp,3367,3367,any,10.134.88.156,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,93426,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3360,snmp,3360,3360,any,10.134.88.44,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,96855,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3300,snmp,3300,3300,any,10.133.2.72,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,89826,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3363,snmp,3363,3363,any,10.134.67.137,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,90154,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3361,snmp,3361,3361,any,10.133.2.32,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,90842,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3361,snmp,3361,3361,any,10.133.13.160,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,99895,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3376,snmp,3376,3376,any,10.133.197.10,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,90104,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3364,snmp,3364,3364,any,10.134.69.171,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,94859,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3365,snmp,3365,3365,any,10.134.88.252,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,101476,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3364,snmp,3364,3364,any,10.134.13.105,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,83475,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3367,snmp,3367,3367,any,10.133.13.245,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,97067,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3358,snmp,3358,3358,any,10.133.3.244,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,90136,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,5514,rtmpt,5514,5514,unknown,172.17.1.250,,8080,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,14,tcp,0003C102241,95960,172.24.16.201,1312,,CoreEth1-2_Zone,
allow,1861,http-proxy,1861,1861,web-advertisements,172.17.1.250,,8080,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,9,tcp,0003C102241,94080,172.24.16.201,1315,,CoreEth1-2_Zone,
allow,13897,http-proxy,13897,13897,business-and-economy,172.17.1.250,,8080,,FWeth1-2_Zone,,2,,0.0.0.0,0,0.0.0.0,0,21,tcp,0003C102241,112223,172.24.16.201,1291,,CoreEth1-2_Zone,
allow,7380,http-proxy,7380,7380,streaming-media,172.17.1.250,,8080,,FWeth1-2_Zone,,2,,0.0.0.0,0,0.0.0.0,0,17,tcp,0003C102241,109504,172.24.16.201,1298,,CoreEth1-2_Zone,
allow,11242,http-proxy,11242,11242,news-and-media,172.17.1.250,,8080,,FWeth1-2_Zone,,1,,0.0.0.0,0,0.0.0.0,0,18,tcp,0003C102241,102646,172.24.16.201,1309,,CoreEth1-2_Zone,
allow,6913,http-proxy,6913,6913,business-and-economy,172.21.4.140,,8080,,VAdmin-ITConn,,2,,0.0.0.0,0,0.0.0.0,0,18,tcp,0003C102241,89665,172.21.22.115,1833,,VAdmin-Building,
allow,6648,http-proxy,6648,6648,business-and-economy,172.17.1.250,,8080,,FWeth1-2_Zone,,2,,0.0.0.0,0,0.0.0.0,0,15,tcp,0003C102241,70254,172.24.16.201,1293,,CoreEth1-2_Zone,
allow,273,dns,273,273,any,172.21.1.211,,53,,VPlant-ITConn,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,104125,172.21.31.129,65025,,VPlant-Building,
allow,276,dns,276,276,any,172.21.1.211,,53,,VPlant-ITConn,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,107097,172.21.31.129,53678,,VPlant-Building,
alert,,web-browsing,,,web-based-email,172.21.4.140,,8080,,VAdmin-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,28124,172.21.22.205,4769,,VAdmin-Building,
alert,,web-browsing,,,web-based-email,172.17.1.250,,8080,,FWeth1-2_Zone,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,89673,172.24.16.201,1806,,CoreEth1-2_Zone,
alert,,web-browsing,,,business-and-economy,172.21.4.51,,80,,VPlant-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,34503,172.21.31.134,1846,,VPlant-Building,
alert,,web-browsing,,,business-and-economy,172.21.4.51,,80,,VPlant-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,55268,172.21.31.134,1842,,VPlant-Building,
alert,,web-browsing,,,business-and-economy,172.21.4.51,,80,,VPlant-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,34503,172.21.31.134,1846,,VPlant-Building,
alert,,web-browsing,,,business-and-economy,172.21.4.51,,80,,VPlant-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,55268,172.21.31.134,1842,,VPlant-Building,
alert,,web-browsing,,,search-engines,172.21.4.140,,8080,,VPlant-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,98814,172.21.32.132,4716,,VPlant-Building,
alert,,web-browsing,,,search-engines,172.17.1.250,,8080,,FWeth1-2_Zone,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,95080,172.24.16.201,1807,,CoreEth1-2_Zone,
alert,,web-browsing,,,internet-portals,172.21.4.140,,8080,,VAdmin-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,102053,172.21.23.220,1120,,VAdmin-Building,
alert,,web-browsing,,,internet-portals,172.21.4.140,,8080,,VAdmin-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,93292,172.21.23.220,1119,,VAdmin-Building,
alert,,web-browsing,,,internet-portals,172.17.1.250,,8080,,FWeth1-2_Zone,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,86297,172.24.16.201,1808,,CoreEth1-2_Zone,
alert,,web-browsing,,,internet-portals,172.17.1.250,,8080,,FWeth1-2_Zone,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,83974,172.24.16.201,1809,,CoreEth1-2_Zone,
alert,,ssl,,,internet-portals,172.17.1.250,,8080,,FWeth1-2_Zone,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,83974,172.24.16.201,1809,,CoreEth1-2_Zone,
alert,,ssl,,,internet-portals,172.21.4.140,,8080,,VAdmin-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,93292,172.21.23.220,1119,,VAdmin-Building,
alert,,web-browsing,,,unknown,172.21.4.140,,8080,,VAdmin-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,245314,172.21.23.238,2839,,VAdmin-Building,
alert,,web-browsing,,,unknown,172.17.1.250,,8080,,FWeth1-2_Zone,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,93385,172.24.16.201,1810,,CoreEth1-2_Zone,
alert,,ssl,,,internet-portals,172.17.1.250,,8080,,FWeth1-2_Zone,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,86297,172.24.16.201,1808,,CoreEth1-2_Zone,
alert,,ssl,,,internet-portals,172.21.4.140,,8080,,VAdmin-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,102053,172.21.23.220,1120,,VAdmin-Building,
alert,,web-browsing,,,business-and-economy,172.17.1.250,,8080,,FWeth1-2_Zone,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,93033,172.24.16.203,1948,,CoreEth1-2_Zone,
alert,,web-browsing,,,content-delivery-networks,172.21.4.140,,8080,,VAdmin-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,99357,172.21.23.220,1121,,VAdmin-Building,
alert,,web-browsing,,,content-delivery-networks,172.17.1.250,,8080,,FWeth1-2_Zone,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,111043,172.24.16.201,1811,,CoreEth1-2_Zone,
alert,,web-browsing,,,web-advertisements,172.21.4.140,,8080,,VAdmin-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,108767,172.21.23.220,1122,,VAdmin-Building,
alert,,web-browsing,,,internet-portals,172.21.4.140,,8080,,VAdmin-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,98894,172.21.23.220,1123,,VAdmin-Building,
alert,,web-browsing,,,internet-portals,172.17.1.250,,8080,,FWeth1-2_Zone,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,121728,172.24.16.201,1812,,CoreEth1-2_Zone,
allow,2252,ftp,2252,2252,any,198.63.231.41,,21,,FWeth1-2_Zone,,2,,0.0.0.0,0,0.0.0.0,0,23,tcp,0003C102241,98079,172.21.252.123,2736,horry\ehardee,CoreEth1-2_Zone,
allow,273,dns,273,273,any,172.21.1.211,,53,,VPlant-ITConn,,1,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,85655,172.21.31.129,49723,,VPlant-Building,
allow,3360,snmp,3360,3360,any,10.133.99.202,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,15696,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3367,snmp,3367,3367,any,10.133.69.8,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,120530,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3364,snmp,3364,3364,any,10.133.64.40,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,69846,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3370,snmp,3370,3370,any,10.133.4.28,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,100513,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3364,snmp,3364,3364,any,10.133.69.30,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,178379,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3366,snmp,3366,3366,any,10.133.99.242,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,92497,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3329,snmp,3329,3329,any,10.134.81.226,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,88006,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3361,snmp,3361,3361,any,10.134.12.189,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,99429,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3368,snmp,3368,3368,any,10.134.86.242,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,111553,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3240,snmp,3240,3240,any,10.134.66.16,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,97491,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3364,snmp,3364,3364,any,10.134.12.17,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,99597,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3361,snmp,3361,3361,any,10.134.86.211,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,19225,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3366,snmp,3366,3366,any,10.134.87.19,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,80039,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3361,snmp,3361,3361,any,10.134.88.198,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,79729,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3327,snmp,3327,3327,any,10.133.95.204,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,103842,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3365,snmp,3365,3365,any,10.134.88.187,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,92344,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3361,snmp,3361,3361,any,10.133.2.228,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,107991,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3358,snmp,3358,3358,any,10.134.70.201,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,104102,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3360,snmp,3360,3360,any,10.133.197.50,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,103676,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3363,snmp,3363,3363,any,10.134.88.251,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,99836,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3364,snmp,3364,3364,any,10.134.69.2,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,83844,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3359,snmp,3359,3359,any,10.133.99.5,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,92478,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3359,snmp,3359,3359,any,10.134.0.124,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,95628,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3363,snmp,3363,3363,any,10.133.193.147,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,102244,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3364,snmp,3364,3364,any,10.133.13.215,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,90590,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3363,snmp,3363,3363,any,10.133.67.243,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,90589,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3367,snmp,3367,3367,any,10.134.65.7,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,107273,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,3364,snmp,3364,3364,any,10.133.128.249,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,22,udp,0003C102241,88772,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
alert,,web-browsing,,,business-and-economy,172.21.4.142,,80,,VPlant-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,220699,172.21.32.106,3331,,VPlant-Building,
alert,,web-browsing,,,business-and-economy,172.21.4.142,,80,,VPlant-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,220699,172.21.32.106,3331,,VPlant-Building,
alert,,web-browsing,,,unknown,172.21.4.140,,8080,,VAdmin-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,122695,172.21.23.210,3681,,VAdmin-Building,
alert,,web-browsing,,,business-and-economy,172.21.4.142,,80,,VPlant-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,220699,172.21.32.106,3331,,VPlant-Building,
alert,,web-browsing,,,unknown,172.17.1.250,,8080,,FWeth1-2_Zone,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,112895,172.24.16.201,1813,,CoreEth1-2_Zone,
alert,,web-browsing,,,content-delivery-networks,172.21.4.140,,8080,,VAdmin-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,101173,172.21.23.220,1124,,VAdmin-Building,
alert,,web-browsing,,,content-delivery-networks,172.17.1.250,,8080,,FWeth1-2_Zone,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,91561,172.24.16.201,1814,,CoreEth1-2_Zone,
alert,,ssl,,,internet-portals,172.17.1.250,,8080,,FWeth1-2_Zone,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,121728,172.24.16.201,1812,,CoreEth1-2_Zone,
alert,,ssl,,,internet-portals,172.21.4.140,,8080,,VAdmin-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,98894,172.21.23.220,1123,,VAdmin-Building,
alert,,ssl,,,content-delivery-networks,172.17.1.250,,8080,,FWeth1-2_Zone,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,111043,172.24.16.201,1811,,CoreEth1-2_Zone,
alert,,ssl,,,content-delivery-networks,172.21.4.140,,8080,,VAdmin-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,99357,172.21.23.220,1121,,VAdmin-Building,
alert,,ssl,,,content-delivery-networks,172.17.1.250,,8080,,FWeth1-2_Zone,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,91561,172.24.16.201,1814,,CoreEth1-2_Zone,
allow,82,incomplete,82,82,any,74.125.45.138,,443,,VAdmin-ITConn,,0,,0.0.0.0,0,0.0.0.0,0,1,tcp,0003C102241,98235,172.21.21.150,4035,,VAdmin-Building,
allow,78,incomplete,78,78,any,74.125.45.138,,443,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,1,tcp,0003C102241,114122,172.21.21.150,4035,horry\brent,CoreEth1-2_Zone,
allow,78,incomplete,78,78,any,74.125.45.138,,443,,CoreEth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,1,tcp,0003C102241,102211,172.21.21.150,4035,,FWeth1-2_Zone,
allow,360,snmp,360,360,any,10.133.192.34,,161,,FWeth1-2_Zone,,3,,0.0.0.0,0,0.0.0.0,0,4,udp,0003C102241,93450,192.168.76.162,1067,,CoreEth1-2_Zone,
alert,,web-browsing,,,unknown,172.17.1.250,,8080,,FWeth1-2_Zone,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,94758,172.24.16.201,1815,,CoreEth1-2_Zone,
alert,,ssl,,,content-delivery-networks,172.21.4.140,,8080,,VAdmin-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,101173,172.21.23.220,1124,,VAdmin-Building,
alert,,web-browsing,,,travel,172.17.1.253,,8080,,FWeth1-2_Zone,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,255951,172.21.253.107,2898,,CoreEth1-2_Zone,
alert,,web-browsing,,,internet-portals,172.21.4.140,,8080,,VAdmin-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,94013,172.21.23.220,1125,,VAdmin-Building,
alert,,web-browsing,,,internet-portals,172.17.1.250,,8080,,FWeth1-2_Zone,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,104782,172.24.16.201,1816,,CoreEth1-2_Zone,
alert,,web-browsing,,,internet-portals,172.21.4.140,,8080,,VAdmin-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,89715,172.21.23.220,1126,,VAdmin-Building,
alert,,web-browsing,,,search-engines,172.21.4.140,,8080,,VPlant-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,96252,172.21.32.132,4717,,VPlant-Building,
alert,,web-browsing,,,internet-portals,172.17.1.250,,8080,,FWeth1-2_Zone,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,98772,172.24.16.201,1817,,CoreEth1-2_Zone,
alert,,web-browsing,,,search-engines,172.17.1.250,,8080,,FWeth1-2_Zone,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,59788,172.24.16.201,1818,,CoreEth1-2_Zone,
alert,,ssl,,,business-and-economy,172.17.1.250,,8080,,FWeth1-2_Zone,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,93033,172.24.16.203,1948,,CoreEth1-2_Zone,
