activity_id,activity_name,actor.authorizations[0].policy.uid,actor.session.uid,app_name,bandwidth,category_name,category_uid,class_name,class_uid,connection_info.direction_id,connection_info.protocol_num,dataSource.category,dataSource.name,dataSource.vendor,device.domain,device.name,device.uid,dst_endpoint.interface_name,dst_endpoint.ip,dst_endpoint.location.country,dst_endpoint.port,duration,durationdelta,event.type,message,metadata.log_name,metadata.original_time,metadata.product.name,metadata.product.vendor_name,metadata.uid,metadata.version,metric,monitor,observables[0].name,observables[0].type,observables[0].type_id,observables[0].value,observables[1].name,observables[1].type,observables[1].type_id,observables[1].value,path1,rcvdpktdelta,sentpktdelta,session,severity,severity_id,src_endpoint.interface_name,src_endpoint.ip,src_endpoint.location.country,src_endpoint.port,src_endpoint.svc_name,status_detail,tag,thread,time,timestamp,timezone_offset,totalsession,traffic.bytes_in,traffic.bytes_out,traffic.packets_in,traffic.packets_out,type_name,type_uid,unmapped.action,unmapped.addr,unmapped.appcat,unmapped.cpu,unmapped.date,unmapped.devid,unmapped.devname,unmapped.disk,unmapped.disklograte,unmapped.dstintfrole,unmapped.fazlograte,unmapped.freediskstorage,unmapped.interface,unmapped.level,unmapped.logdesc,unmapped.mem,unmapped.msg,unmapped.policytype,unmapped.rcvddelta,unmapped.sentdelta,unmapped.setuprate,unmapped.srcintfrole,unmapped.sysuptime,unmapped.total,unmapped.trandisp,unmapped.type,unmapped.used,unmapped.vd,unmapped.waninfo,value
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logBytes,,,,,,,,,,AIjPacZk,,,log_session_1361221902426873085,3,,,,,,,,logVolume,metalog,,1722180150083893146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3337
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logEvents,,,,,,,,,,fMLBbmyoD,,,log_session_1361221902426873085,3,,,,,,,,logVolume,metalog,,1722180150083913166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
6,traffic,0,6a271f0d-af67-4e3b-9dfe-39909bb3e376,Snowflake,,Network Activity,4,Network Activity,4001,9,0,security,FortiGate,Fortinet,cvzX,VM-DEV04-APP,3d1bfa42-d1f7-4a95-bd61-0dd219cde31d,jbIi1,192.0.2.9,Dkuyyb MzRvfJ,443,6,,traffic,-,local,1722180247211704527,FortiGate,Fortinet,1b20ecab-2b0a-442c-9b79-478cfb1df6e9,0.7.7,,agentSyslog,JJk_JWgcbffG.nd,Me EqDSGgQ,4,526.46.07.23,fYt_msThtqTH.VE,JR aXOpqFU,7,774.454.380.6,,,,log_session_6649948535594099433,3,99,cSSJ,203.0.113.5,United States,1902,seXvj,,,log_2,1641375350260,1722180247211704527,-336,,8369,6907,03,82,Network Activity: Traffic,400106,server-rst,,AsMrGkjQN,,7408-90-47,,,,,lyXEkZChw,,,,notice,,,,,,,,VqZivWrOU,,,kfsu,,,,,
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logBytes,,,,,,,,,,rwYbQIog,,,log_session_1361221902426873085,3,,,,,,,,logVolume,metalog,,1722180270011310298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logEvents,,,,,,,,,,aBsdsuTea,,,log_session_1361221902426873085,3,,,,,,,,logVolume,metalog,,1722180270011319651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
99,system,,,,8/8,Uncategorized,0,Base Event,0,,,security,FortiGate,Fortinet,,,,,,,,,,system,-,system,1722180284756389191,FortiGate,Fortinet,b1d7a914-7db0-45b3-986d-c5f6bc36a198,7.9.2,,agentSyslog,,,,,,,,,,,,log_session_6649948535594099433,3,99,,,,,,,,log_2,8919172837966,1722180284756389191,-742,5,,,,,Base Event: Other,99,perf-stats,,,1,0762-97-21,lNXgMD-J074Svicb,SUYMVg-t180gZAjx,3,1,,3,87847,,notice,iDKmMj AxpOmCNZwFk GVQCBQtdcT,43,"ksZwotoXEpf oefSjiymaS: Klmnkzm YYw: 1, VziUVV:  19, jSFQMhECOz YZgIctMv:  7, OlQKb-AQxF: 4",,,,8,,788147,,,yJIcW,,YfDf,B/i,
6,traffic,7,4e09f1c4-2999-451c-9426-15a9e254e23d,Dropbox,,Network Activity,4,Network Activity,4001,5,8,security,FortiGate,Fortinet,lqim,NAS-STOR01-UAT,cc17f250-7e74-4030-b965-e731d84396db,ErnW,192.168.0.6,ezEJfnjL,80,7,,traffic,-,local,1722180285831701920,FortiGate,Fortinet,5b6359b4-7600-4b58-9c63-e06b23f9ab87,7.3.6,,agentSyslog,rEt_OUNJGBuS.tM,Ls YykIaDF,0,230.8.9.5,yqH_VGqaDZib.lX,np OxjJTxX,1,542.2.1.1,,,,log_session_6649948535594099433,3,99,FOSk,198.51.100.9,Mexico,71973,lgcn,,,log_2,4546304434742,1722180285831701920,-859,,069,238,3,3,Network Activity: Traffic,400106,close,,RdjxQMMYe,,5740-01-89,,,,,JokFKRPLI,,,,notice,,,,,,,,XGfcMVYxG,,,cJjj,,,,,
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logBytes,,,,,,,,,,OpfOkNmu,,,log_session_1361221902426873085,3,,,,,,,,logVolume,metalog,,1722180300042908908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7580
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logEvents,,,,,,,,,,FBqzpMixe,,,log_session_1361221902426873085,3,,,,,,,,logVolume,metalog,,1722180300042918286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
99,system,,,,,Uncategorized,0,Base Event,0,,,security,FortiGate,Fortinet,,,,,,,,,,system,-,system,1722180307286218932,FortiGate,Fortinet,f073c7e0-8646-4f9a-90a2-1f02c051b289,6.0.3,,agentSyslog,,,,,,,,,,,,log_session_6649948535594099433,3,99,,,,,,-,,log_2,6645681729165,1722180307286218932,-281,,,,,,Base Event: Other,99,,,,,6223-59-79,QVfSUo-X019HRtZH,UsIbqd-B994TKaef,,,,,,,notice,bVmVcJTXH bgZLed djdxrMyri,,TkVeVjJcu SNrTExuPi SRbQGU vswl=wfc VQLT=CMm Glyg=jKt GbBT 315.347.796.6:878,,,,,,,,,btPsu,,nSyl,,
6,traffic,7,7cfa9ac2-6e0e-4f7b-aa55-ff833204ea03,Google Workspace,,Network Activity,4,Network Activity,4001,2,7,security,FortiGate,Fortinet,PXNj,LB-LOAD02-DR,06de8ec4-8f47-45d8-92a8-6621d3e6cdd5,XYCJ7,192.168.0.6,mnKnmh dLAxpa,443,78,,traffic,-,local,1722180312411707247,FortiGate,Fortinet,b1d7a914-7db0-45b3-986d-c5f6bc36a198,7.6.3,,agentSyslog,yOA_bkKpJfOW.AN,mQ YKRUMJQ,0,792.24.34.83,vVg_ChNAJiFN.tw,XB ZDqxbiA,5,527.850.339.1,,,,log_session_6649948535594099433,3,99,eLNE,192.0.2.6,United States,5285,MJmqS,,,log_2,8256711734142,1722180312411707247,-886,,21640,9054,80,91,Network Activity: Traffic,400106,server-rst,,UxLVKtXSU,,4793-74-04,,,,,lvMdWBgjz,,,,notice,,,,,,,,UNtmAJZdi,,,QQNe,,,,,
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logBytes,,,,,,,,,,KQRqFOYW,,,log_session_1365093505388221445,3,,,,,,,,logVolume,metalog,,1722180330014401625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9185
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logEvents,,,,,,,,,,zsxsbtnAs,,,log_session_1365093505388221445,3,,,,,,,,logVolume,metalog,,1722180330014475994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
6,traffic,9,86f6b5dd-b08b-4d69-a20c-853dbf1c014a,Snowflake,,Network Activity,4,Network Activity,4001,4,04,security,FortiGate,Fortinet,ttiE,FW-EX01-DEV,5b6359b4-7600-4b58-9c63-e06b23f9ab87,rSTq8,10.0.0.6,DkzqhPTe,514,298,259,traffic,-,local,1722180493481700577,FortiGate,Fortinet,c4f78908-3834-4e96-8d5b-5a9b4b671951,1.5.1,,agentSyslog,Som_xCijYfgq.SX,tp tqBtegd,2,628.44.16.90,isB_xABxaHjQ.Du,rY WYUykiS,3,237.82.76.79,,4,0,log_session_6649948535594099433,3,99,qhJv,10.0.0.1,United States,42938,OYEBqL,,,log_2,6011375947063,1722180493481700577,-276,,9,5228,3,56,Network Activity: Traffic,400106,accept,,bDDAmUxPa,,6446-17-88,,,,,SMHXMoeNs,,,,notice,,,,,8,7839,,xmLeiSrmH,,,fZFK,,,,,
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logBytes,,,,,,,,,,iAFIwCLH,,,log_session_1365093505388221445,3,,,,,,,,logVolume,metalog,,1722180510015408350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logEvents,,,,,,,,,,VbLjZgaIN,,,log_session_1365093505388221445,3,,,,,,,,logVolume,metalog,,1722180510015420182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
99,system,,,,2/2,Uncategorized,0,Base Event,0,,,security,FortiGate,Fortinet,,,,,,,,,,system,-,system,1722180584762210926,FortiGate,Fortinet,f719864a-d489-4483-b8a4-c235cf6f32e1,3.2.1,,agentSyslog,,,,,,,,,,,,log_session_6649948535594099433,3,99,,,,,,,,log_2,0192588634708,1722180584762210926,-117,4,,,,,Base Event: Other,99,perf-stats,,,2,9385-29-65,suXNCA-t117DnDab,NzZxcy-g639mzOoe,2,4,,7,04770,,notice,ofzoMo grzQsDFxOTx imgRqubTiK,01,"oHCAYmKXPLs GYjNfskICp: wOHYOxA ifQ: 9, EBDaWY:  65, YSkuAfHmPQ ceQyjmhU:  9, whPGu-zYOj: 9",,,,5,,868071,,,MyfdW,,emdT,q/K,
6,traffic,1,e5f38a42-9be4-4e4e-98f1-7528a02a1f66,Atlassian,,Network Activity,4,Network Activity,4001,7,8,security,FortiGate,Fortinet,RsCA,CLUSTER-DB05-INT,a430cfd3-5a3b-4212-aa8d-c2ba1a62a04e,knJu,192.0.2.6,xOFAFdDK,80,2,,traffic,-,local,1722180585831701582,FortiGate,Fortinet,8f03b7f1-f632-4a98-832c-99d1460b33ea,8.9.0,,agentSyslog,CZG_BOLYLhqV.um,jm uGQCeEI,4,216.4.0.2,XnL_vmpTaxNM.jh,qH XPgtyiF,9,788.4.1.2,,,,log_session_6649948535594099433,3,99,aazi,172.16.0.7,Germany,41013,LOvR,,,log_2,0026681983984,1722180585831701582,-853,,216,300,6,7,Network Activity: Traffic,400106,close,,iqXqxeWxp,,9661-33-45,,,,,fwuAcmChI,,,,notice,,,,,,,,UOqOAHlBQ,,,yhEF,,,,,
99,system,,,,,Uncategorized,0,Base Event,0,,,security,FortiGate,Fortinet,,,,,,,,,,system,-,system,1722180593434990935,FortiGate,Fortinet,b1d7a914-7db0-45b3-986d-c5f6bc36a198,0.9.5,,agentSyslog,,,,,,,,,,,,log_session_6649948535594099433,3,1,,,,,,,,log_2,7424041117515,1722180593434990935,-497,,,,,,Base Event: Other,99,,,,,6516-39-39,MPyuwG-J125YSztR,tslnQw-J854LAhkQ,,,,,,,information,cLcm TVQnva PmtVX ucpPrYr,,"aTrYWQBtV OcFj2 KTrx M EvtX SuTMV, UJ:473.00.77.96, hoem:462.050.151.5, zgcVjUO:698.10.74.8, GPzFA kmCmGKF:CzI hjn 56 10:02:28 9597",,,,,,,,,fvETU,,ATWK,,
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logBytes,,,,,,,,,,YYHUZuFh,,,log_session_1365093505388221445,3,,,,,,,,logVolume,metalog,,1722180600023272704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8545
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logEvents,,,,,,,,,,tnriFyUVK,,,log_session_1365093505388221445,3,,,,,,,,logVolume,metalog,,1722180600023288498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,traffic,8,0c8a1a13-61a1-4fb2-aa4a-c5fbaa5c06ae,ServiceNow,,Network Activity,4,Network Activity,4001,0,98,security,FortiGate,Fortinet,cCEj,FW-EX01-DEV,7f71a485-499e-42f5-9c49-1e2e4cb4870f,CedW,192.168.0.7,FYTqjnnO,68,011,,traffic,-,local,1722180769921705140,FortiGate,Fortinet,5b6359b4-7600-4b58-9c63-e06b23f9ab87,1.4.9,,agentSyslog,ZQa_QvfkQTVK.Oj,CE JXClEyN,6,210.90.52.5,cqy_KcRuRiNa.BE,fj bMxRNMB,9,327.65.48.32,,,,log_session_6649948535594099433,3,99,mxsw9,192.168.0.9,Canada,46,YovX,,,log_2,1047819456991,1722180769921705140,-479,,5,979,5,4,Network Activity: Traffic,400106,accept,,sJWSPnaEx,,0724-08-93,,,,,mqjJVUqOq,,,,notice,,,,oMKhH-tn-HhSIUO,,,,vOdIwBHSd,,,AqMR,,,,,
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logBytes,,,,,,,,,,GFZESCUc,,,log_session_1359634024109688425,3,,,,,,,,logVolume,metalog,,1722180780027631864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logEvents,,,,,,,,,,krzNEPnuy,,,log_session_1359634024109688425,3,,,,,,,,logVolume,metalog,,1722180780027642941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
99,connector,,,,,Uncategorized,0,Base Event,0,,,security,FortiGate,Fortinet,,,,,,,,,,connector,-,connector,1722180842226661986,FortiGate,Fortinet,26887007-869d-4ff2-bc5b-44a8c07db4d9,1.2.7,,agentSyslog,,,,,,,,,,,,log_session_6649948535594099433,3,1,,,,,,,,log_2,0749933534046,1722180842226661986,-579,,,,,,Base Event: Other,99,,AlCmrN_Mha_Auantpwghr_ShiSgLm,,,2326-28-91,UblSJk-F068cNSeo,BTfJYM-H736tMuAo,,,,,,,information,kUQWnae ajDlBuc rYXDpnV.,,PeeEryX nWi XOxXoZ_hZg_BlIcVORqzC_hLEReYV,,,,,,,,,qVWmJ,,tdbH,,
6,traffic,3,a8a5bc3c-1a16-47a1-9c0d-91c96b94af1d,Workday,,Network Activity,4,Network Activity,4001,6,65,security,FortiGate,Fortinet,GbTO,FW-PALOALT02-SEC,6a271f0d-af67-4e3b-9dfe-39909bb3e376,keRV0,192.168.1.1,Wxkeej BigVJa,123,100,,traffic,-,local,1722180846071703889,FortiGate,Fortinet,ee05e1d1-e4a8-4ad2-a20f-c3d86b09127f,2.0.9,,agentSyslog,zBI_ZDYFAppt.eW,jI YHfWbIf,3,442.01.96.15,dSS_RmrUWPyq.Bt,px RLxRoWa,3,833.55.312.08,,,,log_session_6649948535594099433,3,99,qXXd,10.0.0.6,Germany,814,MlT,,,log_2,5246932881116,1722180846071703889,-500,,40,55,0,1,Network Activity: Traffic,400106,accept,,oTJOuXyUz,,8276-84-85,,,,,IXMhkqGMR,,,,notice,,,,,,,,bVpdoVcyO,,,UxTf,,,,,
6,traffic,9,6a271f0d-af67-4e3b-9dfe-39909bb3e376,ServiceNow,,Network Activity,4,Network Activity,4001,5,31,security,FortiGate,Fortinet,yQID,APP-APP01-PROD,5f4bca98-5b6d-4019-b3e3-ee54108c20fc,Awkl5,10.0.0.3,IjIaMH EjTzKv,123,361,,traffic,-,local,1722180846071711379,FortiGate,Fortinet,d0a9512d-2a8c-4c4d-a4a0-9d867f5722e5,9.6.9,,agentSyslog,EZI_KZCFoDGb.Nc,JR wtiYiuF,4,355.97.37.98,efc_cKYzAHVM.SM,uX ttNPOIF,0,348.82.860.57,,,,log_session_6649948535594099433,3,99,xwVs,192.0.2.3,United States,903,ooG,,,log_2,5200541196570,1722180846071711379,-145,,92,33,3,1,Network Activity: Traffic,400106,accept,,yvQkBICfy,,1255-94-67,,,,,fqeIyOtAG,,,,notice,,,,,,,,kRAdDzPol,,,WApt,,,,,
6,traffic,3,8f03b7f1-f632-4a98-832c-99d1460b33ea,Workday,,Network Activity,4,Network Activity,4001,0,84,security,FortiGate,Fortinet,mfSb,NAS-STOR01-UAT,3d1bfa42-d1f7-4a95-bd61-0dd219cde31d,dHPS3,203.0.113.8,NakVLp rfHeEA,123,079,,traffic,-,local,1722180846071712686,FortiGate,Fortinet,26887007-869d-4ff2-bc5b-44a8c07db4d9,8.0.9,,agentSyslog,cQF_TcmvPCyE.xo,ou AtmAoZL,0,170.80.24.97,bXk_JYpBhGeb.Bk,rZ kjHxDox,5,373.27.612.38,,,,log_session_6649948535594099433,3,99,qpnA,203.0.113.1,Mexico,057,tDG,,,log_2,6103836201616,1722180846071712686,-695,,92,64,9,3,Network Activity: Traffic,400106,accept,,mmusHSmjd,,6350-62-76,,,,,dmRuSaqgd,,,,notice,,,,,,,,ZUZNSLfvZ,,,jCPl,,,,,
6,traffic,1,e5f38a42-9be4-4e4e-98f1-7528a02a1f66,Google Workspace,,Network Activity,4,Network Activity,4001,3,71,security,FortiGate,Fortinet,NRoH,LB-LOAD02-DR,b1d7a914-7db0-45b3-986d-c5f6bc36a198,gwgr1,192.0.2.6,VmLsJW blYzVO,123,934,,traffic,-,local,1722180846071713406,FortiGate,Fortinet,a3e3c25e-5a6a-4ee5-845a-5f181a1d3a09,5.5.5,,agentSyslog,iXY_LFdTmJGJ.js,dj nmTyDtK,2,351.37.07.78,elC_GDkymlmi.Ls,pk PLKSPIM,9,535.27.573.09,,,,log_session_6649948535594099433,3,99,TKVm,192.168.0.1,United States,877,Vlj,,,log_2,8883924931271,1722180846071713406,-909,,43,29,0,0,Network Activity: Traffic,400106,accept,,vJdxYLtvH,,7269-61-06,,,,,FxetRrFNx,,,,notice,,,,,,,,WpHEOeFxB,,,KNdI,,,,,
6,traffic,7,e5f38a42-9be4-4e4e-98f1-7528a02a1f66,Snowflake,,Network Activity,4,Network Activity,4001,5,7,security,FortiGate,Fortinet,Kipa,DB-SQL03-TEST,c47bdf19-daf1-4d46-9b6a-524ea68e833f,ECmR7,10.0.0.4,UfPcMx oWFhGX,443,0,,traffic,-,local,1722180847371704319,FortiGate,Fortinet,c7f9b4e2-c8d2-496e-a43b-6d883f3b2569,7.2.9,,agentSyslog,MWA_shVMXRAd.tm,tY twEbJSq,4,610.02.05.52,HIR_srNiHjEX.Kc,Fz hpkOLyB,6,137.356.774.9,,,,log_session_6649948535594099433,3,99,Airt,203.0.113.6,United States,7958,Ptnvp,,,log_2,7507221201898,1722180847371704319,-195,,7765,4581,42,51,Network Activity: Traffic,400106,server-rst,,fFQtmSUGW,,1571-26-08,,,,,MuPDhfHFm,,,,notice,,,,,,,,MPOhApyuo,,,mBro,,,,,
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logBytes,,,,,,,,,,zaVvJrYv,,,log_session_1359634024109688425,3,,,,,,,,logVolume,metalog,,1722180870014485552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1392
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logEvents,,,,,,,,,,iyXtISlSN,,,log_session_1359634024109688425,3,,,,,,,,logVolume,metalog,,1722180870014495053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
99,system,,,,0/2,Uncategorized,0,Base Event,0,,,security,FortiGate,Fortinet,,,,,,,,,,system,-,system,1722180884761776406,FortiGate,Fortinet,8b201ded-12c1-4a3b-8a36-df548fa0a745,0.0.3,,agentSyslog,,,,,,,,,,,,log_session_6649948535594099433,3,99,,,,,,,,log_2,4505035397011,1722180884761776406,-233,5,,,,,Base Event: Other,99,perf-stats,,,4,7737-31-41,IVSixz-O904geawA,BtLmLJ-c503cPDPl,9,8,,2,58562,,notice,KAtEpM vySWtURMOJf TbDsVADMGH,29,"yKuhihelaXa TvvgRJoUSa: UxeZKQc dQc: 8, RQGbnR:  49, rDAZJZaCaY BIaqKjUM:  5, EKVeO-apwi: 3",,,,5,,968647,,,oOEep,,Isej,c/u,
6,traffic,1,86f6b5dd-b08b-4d69-a20c-853dbf1c014a,Atlassian,,Network Activity,4,Network Activity,4001,3,2,security,FortiGate,Fortinet,LUoK,APP-APP01-PROD,f073c7e0-8646-4f9a-90a2-1f02c051b289,VIHc,192.0.2.1,zzgHoMIs,80,7,,traffic,-,local,1722180885851702010,FortiGate,Fortinet,c4f78908-3834-4e96-8d5b-5a9b4b671951,9.2.2,,agentSyslog,Yis_hrMusvJP.Dq,hs Ntmdvhp,7,301.5.4.9,nTG_tDyjZRqG.vK,xX BMvDEJI,3,935.5.4.9,,,,log_session_6649948535594099433,3,99,UAvI,10.0.0.9,United States,53048,unKt,,,log_2,4896073117193,1722180885851702010,-080,,950,160,4,4,Network Activity: Traffic,400106,close,,MOHZeRuSs,,0011-36-42,,,,,zmQEnyIgM,,,,notice,,,,,,,,uKjTmCwhw,,,KlHd,,,,,
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logBytes,,,,,,,,,,uEeDfsPq,,,log_session_1359634024109688425,3,,,,,,,,logVolume,metalog,,1722180900013634230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2477
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logEvents,,,,,,,,,,yoDskgWoW,,,log_session_1359634024109688425,3,,,,,,,,logVolume,metalog,,1722180900013644863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
6,traffic,4,18754c7e-3b8b-49c7-9f0b-1b9c1d1c34eb,Salesforce,,Network Activity,4,Network Activity,4001,9,9,security,FortiGate,Fortinet,Mlug,NAS-STOR01-UAT,ee05e1d1-e4a8-4ad2-a20f-c3d86b09127f,FRjq8,198.51.100.1,CuhZhp GGbuQU,443,0,,traffic,-,local,1722180923281699987,FortiGate,Fortinet,e5f38a42-9be4-4e4e-98f1-7528a02a1f66,5.8.1,,agentSyslog,ixs_csuXCuzA.AT,gZ WbfkIED,1,892.59.73.00,lGf_SLmsVSsY.VG,CW CooesyO,0,388.585.803.4,,,,log_session_6649948535594099433,3,99,Qmlh,172.16.0.1,Canada,6721,ANoyI,,,log_2,9126190931693,1722180923281699987,-861,,87718,9954,02,85,Network Activity: Traffic,400106,server-rst,,XskOXjWVI,,5581-37-94,,,,,GNqEafzMy,,,,notice,,,,,,,,fYnBJGhOb,,,NFle,,,,,
6,traffic,4,f073c7e0-8646-4f9a-90a2-1f02c051b289,ZenDesk,,Network Activity,4,Network Activity,4001,3,1,security,FortiGate,Fortinet,ehpW,FW-EX01-DEV,078e33c9-b134-4125-92e1-f4e3f9a641a7,dNfv2,192.0.2.6,msJZLn LIMShX,443,6,,traffic,-,local,1722180923841704626,FortiGate,Fortinet,f719864a-d489-4483-b8a4-c235cf6f32e1,9.7.7,,agentSyslog,yKq_cxshrsLU.iN,tC BYCZhbY,7,051.06.69.35,jgJ_OvhLZOlL.Sa,nE mfeEJXE,7,003.735.636.2,,,,log_session_6649948535594099433,3,99,cWAC,198.51.100.3,United States,6379,kXjgo,,,log_2,6751456814620,1722180923841704626,-788,,26721,1789,07,06,Network Activity: Traffic,400106,close,,IAtUxhaWi,,8602-57-28,,,,,zCNcrJtAn,,,,notice,,,,,,,,aWrotZGnG,,,bIRo,,,,,
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logBytes,,,,,,,,,,AvSCPXCC,,,log_session_1364049058011816275,3,,,,,,,,logVolume,metalog,,1722180930083412206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5601
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logEvents,,,,,,,,,,lGgRucVpQ,,,log_session_1364049058011816275,3,,,,,,,,logVolume,metalog,,1722180930083510165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
6,traffic,5,6a271f0d-af67-4e3b-9dfe-39909bb3e376,Dropbox,,Network Activity,4,Network Activity,4001,3,17,security,FortiGate,Fortinet,fGiW,APP-APP01-PROD,8f03b7f1-f632-4a98-832c-99d1460b33ea,LRre8,172.16.0.2,vhLlqQKB,514,528,677,traffic,-,local,1722181104641703625,FortiGate,Fortinet,b1d7a914-7db0-45b3-986d-c5f6bc36a198,9.7.9,,agentSyslog,fCi_ToPuHPUC.Ya,Kh yGMeZns,8,278.32.67.35,GKU_OIewntsA.oK,Yo MmroubQ,7,707.95.87.92,,3,9,log_session_6649948535594099433,3,99,CjAi,10.0.0.1,Mexico,41484,QnjFID,,,log_2,9521631386194,1722181104641703625,-525,,5,7626,9,72,Network Activity: Traffic,400106,accept,,ibXcgpAkK,,1148-46-14,,,,,YIcdqRZlo,,,,notice,,,,,7,8336,,GGyFNYWHW,,,LpEZ,,,,,
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logBytes,,,,,,,,,,EGJbUwUw,,,log_session_1364049058011816275,3,,,,,,,,logVolume,metalog,,1722181140017573449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logEvents,,,,,,,,,,hNBLvRSVM,,,log_session_1364049058011816275,3,,,,,,,,logVolume,metalog,,1722181140017584666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
99,system,,,,8/8,Uncategorized,0,Base Event,0,,,security,FortiGate,Fortinet,,,,,,,,,,system,-,system,1722181184762733908,FortiGate,Fortinet,14e8d26d-62df-4bb2-9440-5abbe9d50024,3.7.3,,agentSyslog,,,,,,,,,,,,log_session_6649948535594099433,3,99,,,,,,,,log_2,5725999844330,1722181184762733908,-219,3,,,,,Base Event: Other,99,perf-stats,,,4,9897-70-31,TzDepk-o132JFQfr,AsaQiE-n619VQepN,0,2,,3,94061,,notice,ayzUNi LLVEgeHfuBG yaGHbDmiHe,32,"OwCQOVWwgvX pubAggMAZA: kbFbjdo Rbd: 6, JCsrWo:  73, dUSAbAMkVX ovZhSwUq:  8, GnUmV-jZdU: 2",,,,6,,948838,,,fAgKp,,eLHs,b/w,
6,traffic,5,b1d7a914-7db0-45b3-986d-c5f6bc36a198,Workday,,Network Activity,4,Network Activity,4001,8,5,security,FortiGate,Fortinet,gkZo,LB-LOAD02-DR,6ad8316b-9a4a-4bf4-bf97-20171764e00a,XeIc,192.0.2.6,UEgBOllQ,80,9,,traffic,-,local,1722181185841705526,FortiGate,Fortinet,19a1d2a0-29e7-4bd4-86d5-11c137efbd0c,7.5.7,,agentSyslog,sZo_BeLKZnMc.Xy,Hw dtTIEUk,9,755.9.5.3,GLe_DWgCHkJx.Pe,BY zyRvBBK,0,751.4.0.0,,,,log_session_6649948535594099433,3,99,iaMu,10.0.0.2,Canada,73104,JrOR,,,log_2,5598824802055,1722181185841705526,-969,,797,347,4,3,Network Activity: Traffic,400106,close,,ToqRzHwmq,,0468-33-75,,,,,jnWcQyDvK,,,,notice,,,,,,,,eiQfHQlwS,,,JgQl,,,,,
