Action,Application,Bytes,Bytes_Received,Bytes_Sent,Category,Content-Threat_Type,Destination_IP,Destination_Port,Destination_User,Destination_Zone,Direction,Elapsed_Time,Flags,Inbound_Interface,Log_Action,NAT_Destination_IP,NAT_Destination_Port,NAT_Source_IP,NAT_Source_Port,Outbound_Interface,Packets,Protocol,Session_ID,Source_IP,Source_User,Source_Port,Source_Zone,Traffic,Rule_Name
allow,insufficient-data,64,64,64,any,,172.21.23.206,1480,,VAdmin-Building,,0,0x0,ethernet1/14,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/18,1,udp,115544,172.21.4.93,,26286,VAdmin-ITConn,true,Admin_Outbound
allow,insufficient-data,64,64,64,any,,172.21.22.169,3002,,VAdmin-Building,,0,0x0,ethernet1/14,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/18,1,udp,96586,172.21.4.93,,26287,VAdmin-ITConn,true,Admin_Outbound
allow,snmp,265,265,265,any,,172.21.26.61,161,,VPlant-Building,,0,0x0,ethernet1/13,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/17,2,udp,75465,172.21.3.11,,2075,VPlant-ITConn,true,Plant Outbound
allow,http-proxy,3565,3565,3565,society,,172.17.1.250,8080,,FWeth1-2_Zone,,0,0x4,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,10,tcp,93269,172.24.16.201,,1303,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,rtmpt,5261,5261,5261,unknown,,172.17.1.250,8080,,FWeth1-2_Zone,,1,0x4,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,14,tcp,111930,172.24.16.201,,1294,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,http-proxy,1661,1661,1661,society,,172.17.1.250,8080,,FWeth1-2_Zone,,0,0x4,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,9,tcp,99322,172.24.16.203,,1351,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,http-proxy,3440,3440,3440,society,,172.17.1.250,8080,,FWeth1-2_Zone,,0,0x4,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,10,tcp,43439,172.24.16.201,,1304,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,facebook-base,4269,4269,4269,social-networking,,172.17.1.253,8080,,FWeth1-2_Zone,,0,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,19,tcp,95728,172.21.4.170,,46126,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,http-proxy,42526,42526,42526,business-and-economy,,172.17.1.253,8080,,FWeth1-2_Zone,,5,0x4,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,66,tcp,96315,172.21.17.233,horry\btodd,61057,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,facebook-social-plugin,6704,6704,6704,social-networking,,172.17.1.253,8080,,FWeth1-2_Zone,,2,0x4,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,tcp,94629,172.21.17.233,horry\btodd,61062,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,rtmpt,5511,5511,5511,unknown,,172.17.1.250,8080,,FWeth1-2_Zone,,0,0x4,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,14,tcp,102978,172.24.16.203,,1350,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,http-proxy,3550,3550,3550,society,,172.17.1.250,8080,,FWeth1-2_Zone,,0,0x4,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,10,tcp,103190,172.24.16.203,,1352,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,http-proxy,4263,4263,4263,society,,172.17.1.250,8080,,FWeth1-2_Zone,,0,0x4,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,11,tcp,95439,172.24.16.203,,1353,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,rtmpt,6775,6775,6775,unknown,,172.17.1.250,8080,,FWeth1-2_Zone,,1,0x4,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,15,tcp,103089,172.24.16.201,,1296,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,rtmpt,5740,5740,5740,unknown,,172.21.4.140,8080,,VAdmin-ITConn,,0,0x4,ethernet1/18,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/14,17,tcp,105144,172.21.23.238,,2749,VAdmin-Building,true,Admin_Inbound
allow,snmp,253,253,253,any,,172.21.31.63,161,,VPlant-Building,,0,0x0,ethernet1/13,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/17,2,udp,100315,172.21.3.11,,2075,VPlant-ITConn,true,Plant Outbound
allow,ntp,2950,2950,2950,any,,192.168.121.102,32441,,FWeth1-2_Zone,,0,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,33,udp,89950,172.21.1.121,,123,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,ntp,2790,2790,2790,any,,192.168.121.102,32441,,CoreEth1-2_Zone,,0,0x0,ethernet1/2,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/1,31,udp,103780,172.21.1.121,,123,FWeth1-2_Zone,true,FWtoCore_Policy
allow,dns,273,273,273,any,,172.21.1.211,53,,VPlant-ITConn,,0,0x0,ethernet1/17,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/13,2,udp,83950,172.21.31.129,,55088,VPlant-Building,true,Plant Inbound
allow,dns,276,276,276,any,,172.21.1.211,53,,VPlant-ITConn,,0,0x0,ethernet1/17,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/13,2,udp,99884,172.21.31.129,,57637,VPlant-Building,true,Plant Inbound
allow,ping,1824,1824,1824,any,,10.134.12.225,0,,VAdmin-ITConn,,0,0x0,ethernet1/18,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/14,24,icmp,107961,172.21.22.141,,0,VAdmin-Building,true,Admin_Inbound
allow,ping,888,888,888,any,,172.17.1.253,0,,FWeth1-2_Zone,,0,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,12,icmp,99464,172.16.1.244,,0,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,ping,1824,1824,1824,any,,10.133.193.23,0,,VAdmin-ITConn,,0,0x0,ethernet1/18,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/14,24,icmp,102504,172.21.22.141,,0,VAdmin-Building,true,Admin_Inbound
allow,ping,1824,1824,1824,any,,10.134.4.159,0,,FWeth1-2_Zone,,0,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,24,icmp,104257,172.21.22.141,horry\jbrigman,0,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,ping,1824,1824,1824,any,,10.134.12.214,0,,FWeth1-2_Zone,,0,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,24,icmp,99980,172.21.22.141,horry\jbrigman,0,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,http-proxy,1775,1775,1775,society,,172.17.1.250,8080,,FWeth1-2_Zone,,0,0x4,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,9,tcp,106660,172.24.16.201,,1306,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,http-proxy,1658,1658,1658,society,,172.17.1.250,8080,,FWeth1-2_Zone,,0,0x4,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,9,tcp,90684,172.24.16.201,,1307,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,http-proxy,24365,24365,24365,society,,172.17.1.250,8080,,FWeth1-2_Zone,,0,0x4,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,29,tcp,106024,172.24.16.201,,1305,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,insufficient-data,108,108,108,any,,172.24.1.91,902,,CoreEth1-2_Zone,,0,0x0,ethernet1/2,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/1,1,udp,77810,10.199.1.202,,23450,FWeth1-2_Zone,true,FWtoCore_Policy
allow,dns,273,273,273,any,,172.21.1.211,53,,VPlant-ITConn,,0,0x0,ethernet1/17,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/13,2,udp,98455,172.21.31.129,,50403,VPlant-Building,true,Plant Inbound
allow,dns,276,276,276,any,,172.21.1.211,53,,VPlant-ITConn,,0,0x0,ethernet1/17,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/13,2,udp,96595,172.21.31.129,,65024,VPlant-Building,true,Plant Inbound
allow,dns,248,248,248,any,,172.17.1.253,53,,FWeth1-2_Zone,,0,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,2,udp,100634,172.21.1.212,horry\jfoxworth,55009,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,dns,273,273,273,any,,172.21.1.211,53,,VPlant-ITConn,,0,0x0,ethernet1/17,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/13,2,udp,85911,172.21.31.129,,55711,VPlant-Building,true,Plant Inbound
allow,dns,276,276,276,any,,172.21.1.211,53,,VPlant-ITConn,,0,0x0,ethernet1/17,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/13,2,udp,97427,172.21.31.129,,50053,VPlant-Building,true,Plant Inbound
allow,ntp,180,180,180,any,,172.17.1.250,123,,FWeth1-2_Zone,,0,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,2,udp,103564,172.21.253.254,,123,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,http-proxy,24000,24000,24000,computer-and-internet-info,,172.17.1.253,8080,,FWeth1-2_Zone,,2,0x4,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,37,tcp,102915,172.21.17.233,horry\btodd,61061,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,rtmpt,5773,5773,5773,unknown,,172.17.1.250,8080,,FWeth1-2_Zone,,1,0x4,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,14,tcp,90212,172.24.16.203,,1344,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,http-proxy,131178,131178,131178,entertainment-and-arts,,172.17.1.250,8080,,FWeth1-2_Zone,,1,0x4,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,115,tcp,111707,172.24.16.203,,1343,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,http-proxy,134095,134095,134095,entertainment-and-arts,,172.21.4.140,8080,,VPlant-ITConn,,1,0x4,ethernet1/17,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/13,153,tcp,92972,172.21.33.153,,2647,VPlant-Building,true,Plant Inbound
allow,rtmpt,5261,5261,5261,unknown,,172.17.1.250,8080,,FWeth1-2_Zone,,1,0x4,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,14,tcp,100999,172.24.16.201,,1281,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,rtmpt,5996,5996,5996,unknown,,172.21.4.140,8080,,VAdmin-ITConn,,1,0x4,ethernet1/18,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/14,17,tcp,87050,172.21.23.238,,2747,VAdmin-Building,true,Admin_Inbound
allow,incomplete,452,452,452,any,,172.21.31.83,139,,VPlant-Building,,0,0x0,ethernet1/13,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/17,7,tcp,108696,172.16.254.113,,2654,VPlant-ITConn,true,Plant Outbound
allow,rtmpt,1053,1053,1053,unknown,,172.17.1.250,8080,,FWeth1-2_Zone,,1,0x4,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,12,tcp,91122,172.24.16.203,,1334,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,rtmpt,1081,1081,1081,unknown,,172.21.4.140,8080,,VAdmin-ITConn,,1,0x4,ethernet1/18,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/14,12,tcp,89043,172.21.23.210,,3650,VAdmin-Building,true,Admin_Inbound
allow,http-proxy,16466,16466,16466,society,,172.17.1.250,8080,,FWeth1-2_Zone,,0,0x4,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,tcp,91303,172.24.16.203,,1347,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3365,3365,3365,any,,10.133.2.61,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,94703,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3361,3361,3361,any,,10.133.2.182,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,106164,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3364,3364,3364,any,,10.133.67.134,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,99253,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3366,3366,3366,any,,10.133.136.175,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,88484,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3374,3374,3374,any,,10.133.2.126,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,94114,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3357,3357,3357,any,,10.134.2.179,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,78206,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3361,3361,3361,any,,10.134.128.198,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,84585,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3366,3366,3366,any,,10.133.2.9,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,94194,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3361,3361,3361,any,,10.134.128.215,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,91274,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3335,3335,3335,any,,10.134.81.236,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,101163,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3365,3365,3365,any,,10.133.193.132,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,104996,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3332,3332,3332,any,,10.133.65.244,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,88796,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3336,3336,3336,any,,10.134.82.243,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,221533,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3361,3361,3361,any,,10.133.96.39,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,95456,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3370,3370,3370,any,,10.134.87.139,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,94148,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3326,3326,3326,any,,10.134.85.71,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,94094,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3338,3338,3338,any,,10.134.10.86,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,93963,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3240,3240,3240,any,,10.133.66.68,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,92570,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3331,3331,3331,any,,10.134.11.148,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,88613,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3355,3355,3355,any,,10.133.12.65,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,103986,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3361,3361,3361,any,,10.134.86.153,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,80271,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3367,3367,3367,any,,10.134.88.156,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,93426,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3360,3360,3360,any,,10.134.88.44,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,96855,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3300,3300,3300,any,,10.133.2.72,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,89826,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3363,3363,3363,any,,10.134.67.137,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,90154,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3361,3361,3361,any,,10.133.2.32,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,90842,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3361,3361,3361,any,,10.133.13.160,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,99895,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3376,3376,3376,any,,10.133.197.10,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,90104,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3364,3364,3364,any,,10.134.69.171,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,94859,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3365,3365,3365,any,,10.134.88.252,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,101476,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3364,3364,3364,any,,10.134.13.105,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,83475,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3367,3367,3367,any,,10.133.13.245,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,97067,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3358,3358,3358,any,,10.133.3.244,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,90136,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,rtmpt,5514,5514,5514,unknown,,172.17.1.250,8080,,FWeth1-2_Zone,,0,0x4,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,14,tcp,95960,172.24.16.201,,1312,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,http-proxy,1861,1861,1861,web-advertisements,,172.17.1.250,8080,,FWeth1-2_Zone,,0,0x4,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,9,tcp,94080,172.24.16.201,,1315,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,http-proxy,13897,13897,13897,business-and-economy,,172.17.1.250,8080,,FWeth1-2_Zone,,2,0x4,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,21,tcp,112223,172.24.16.201,,1291,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,http-proxy,7380,7380,7380,streaming-media,,172.17.1.250,8080,,FWeth1-2_Zone,,2,0x4,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,17,tcp,109504,172.24.16.201,,1298,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,http-proxy,11242,11242,11242,news-and-media,,172.17.1.250,8080,,FWeth1-2_Zone,,1,0x4,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,18,tcp,102646,172.24.16.201,,1309,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,http-proxy,6913,6913,6913,business-and-economy,,172.21.4.140,8080,,VAdmin-ITConn,,2,0x4,ethernet1/18,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/14,18,tcp,89665,172.21.22.115,,1833,VAdmin-Building,true,Admin_Inbound
allow,http-proxy,6648,6648,6648,business-and-economy,,172.17.1.250,8080,,FWeth1-2_Zone,,2,0x4,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,15,tcp,70254,172.24.16.201,,1293,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,dns,273,273,273,any,,172.21.1.211,53,,VPlant-ITConn,,0,0x0,ethernet1/17,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/13,2,udp,104125,172.21.31.129,,65025,VPlant-Building,true,Plant Inbound
allow,dns,276,276,276,any,,172.21.1.211,53,,VPlant-ITConn,,0,0x0,ethernet1/17,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/13,2,udp,107097,172.21.31.129,,53678,VPlant-Building,true,Plant Inbound
allow,ftp,2252,2252,2252,any,,198.63.231.41,21,,FWeth1-2_Zone,,2,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,23,tcp,98079,172.21.252.123,horry\ehardee,2736,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,dns,273,273,273,any,,172.21.1.211,53,,VPlant-ITConn,,1,0x0,ethernet1/17,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/13,2,udp,85655,172.21.31.129,,49723,VPlant-Building,true,Plant Inbound
allow,snmp,3360,3360,3360,any,,10.133.99.202,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,15696,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3367,3367,3367,any,,10.133.69.8,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,120530,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3364,3364,3364,any,,10.133.64.40,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,69846,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3370,3370,3370,any,,10.133.4.28,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,100513,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3364,3364,3364,any,,10.133.69.30,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,178379,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3366,3366,3366,any,,10.133.99.242,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,92497,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3329,3329,3329,any,,10.134.81.226,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,88006,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3361,3361,3361,any,,10.134.12.189,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,99429,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3368,3368,3368,any,,10.134.86.242,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,111553,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3240,3240,3240,any,,10.134.66.16,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,97491,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
